Track_ID,Main_Field,Sub_Track,Difficulty_Level,Avg_Salary_USD,Required_Skills,Programming_Languages,Learning_Time_Months,Job_Demand_Score,Certification_Recommended,Tools_Used,Industry_Using_It,Remote_Friendly,Growth_Rate_Percentage,Country_Demand,Gender,Age
2229,UI/UX,Interaction Design,Beginner," $127,122.00 ","Problem Solving, Linux, Cybersecurity","MATLAB, SQL",30,29,Azure Administrator,"VS Code, Kubernetes, MongoDB",Education,No,4.53,Germany,Male,22
2230,Robotics,Autonomous Systems,Advanced," $166,534.00 ","Linux, Networks, Cloud","Swift, C#",18,80,AWS Solutions Architect,"TensorFlow, Kubernetes, MySQL",Finance,No,6.96,Australia,Female,40
2231,IT Support,Technical Support,Advanced," $87,113.00 ","Kubernetes, Systems Design, APIs","MATLAB, SQL",32,79,Azure Administrator,"TensorFlow, MySQL, VS Code",Manufacturing,No,2.92,UAE,Female,54
2232,Networking,Network Engineer,Advanced," $65,905.00 ","Kubernetes, Linux, Docker","SQL, C++",19,81,CEH,"TensorFlow, Unity, VS Code",Manufacturing,Yes,3.92,India,Male,26
2233,Embedded Systems,IoT Developer,Beginner," $165,813.00 ","APIs, Linux, Networks","Python, Kotlin",17,91,None,"MySQL, Kubernetes, TensorFlow",Manufacturing,No,8.61,USA,Female,32
2234,Database Engineering,DBA,Beginner," $177,116.00 ","Networks, Problem Solving, Kubernetes","C#, MATLAB",33,99,Kubernetes CKA,"MySQL, PyTorch, Git",Manufacturing,No,2.19,USA,Male,20
2235,Networking,Network Engineer,Intermediate," $61,381.00 ","Problem Solving, Cybersecurity, Docker","Go, Python",34,37,None,"Docker, Unity, PyTorch",Tech,No,2.66,India,Male,46
2236,Blockchain,Web3 Developer,Advanced," $89,892.00 ","APIs, Algorithms, TensorFlow","MATLAB, Swift",27,83,CCNA,"Docker, Kubernetes, Unity",Retail,Yes,11.44,UK,Female,23
2237,Mobile Development,iOS,Beginner," $41,894.00 ","TensorFlow, Kubernetes, PyTorch","Rust, Kotlin",11,26,Azure Administrator,"VS Code, MySQL, TensorFlow",Healthcare,No,9.49,UK,Male,34
2238,Web Development,Backend,Advanced," $168,676.00 ","Linux, Algorithms, Data Structures","C++, JavaScript",30,31,Kubernetes CKA,"Postman, MySQL, VS Code",Education,Yes,5.48,Germany,Male,43
2239,UI/UX,UX Researcher,Beginner," $122,643.00 ","Cybersecurity, Systems Design, Data Structures","Swift, Go",27,31,TensorFlow Developer,"VS Code, PyTorch, Jira",Education,Yes,9.13,Egypt,Female,38
2240,IT Support,Technical Support,Advanced," $119,164.00 ","Linux, PyTorch, Problem Solving","Rust, Python",35,26,AWS Solutions Architect,"PyTorch, MySQL, TensorFlow",Healthcare,No,4.12,France,Male,25
2241,Data Science,NLP,Intermediate," $73,038.00 ","Problem Solving, Algorithms, Networks","Rust, JavaScript",2,44,Oracle DBA,"Jira, Kubernetes, Docker",Tech,Yes,5.28,Germany,Male,38
2242,Robotics,Robot Design,Intermediate," $78,138.00 ","TensorFlow, PyTorch, Docker","JavaScript, Java",16,25,AWS Solutions Architect,"VS Code, Git, PyTorch",Healthcare,No,1.55,UK,Male,28
2243,Cybersecurity,Forensics,Advanced," $150,740.00 ","Problem Solving, PyTorch, Docker","Swift, C++",8,51,TensorFlow Developer,"Git, Unity, TensorFlow",Manufacturing,Yes,4.16,UK,Male,55
2244,UI/UX,Interaction Design,Intermediate," $78,333.00 ","Docker, Data Structures, TensorFlow","Python, C++",5,37,Oracle DBA,"Git, TensorFlow, Docker",Tech,No,1.56,UK,Female,25
2245,Game Development,Unity Developer,Beginner," $64,561.00 ","PyTorch, Systems Design, TensorFlow","C++, MATLAB",25,85,CEH,"PyTorch, VS Code, Unity",Tech,Yes,5.82,Canada,Female,59
2246,Cybersecurity,Forensics,Advanced," $54,901.00 ","Cybersecurity, Docker, TensorFlow","MATLAB, Kotlin",16,88,Oracle DBA,"Kubernetes, TensorFlow, PyTorch",Tech,Yes,5.28,Germany,Female,41
2247,Web Development,Full Stack,Advanced," $128,356.00 ","Docker, APIs, Algorithms","Rust, MATLAB",4,82,Oracle DBA,"Postman, Git, TensorFlow",Retail,Yes,5.6,UAE,Male,52
2248,Data Science,BI Analyst,Intermediate," $113,686.00 ","Kubernetes, Systems Design, Cloud","Swift, JavaScript",29,37,Oracle DBA,"MySQL, Docker, Unity",Education,No,3.64,France,Male,31
2249,DevOps,CI/CD,Intermediate," $94,691.00 ","Algorithms, Problem Solving, Data Structures","Swift, Rust",34,83,None,"Unity, Jira, Kubernetes",Finance,No,10.53,Australia,Female,31
2250,Database Engineering,Data Modeling,Intermediate," $89,063.00 ","Data Structures, PyTorch, APIs","C++, Swift",8,76,CEH,"MongoDB, Git, Unity",Manufacturing,No,4.94,India,Male,27
2251,DevOps,Automation,Beginner," $176,564.00 ","Data Structures, Docker, Linux","Swift, Python",32,78,Azure Administrator,"Unity, MySQL, Jira",Finance,Yes,9.46,Canada,Male,29
2252,Machine Learning,Deep Learning,Beginner," $99,567.00 ","TensorFlow, Cybersecurity, APIs","Kotlin, Swift",32,82,Google Data Engineer,"MongoDB, Docker, Git",Manufacturing,Yes,7.76,Germany,Male,55
2253,Robotics,Robot Design,Intermediate," $58,891.00 ","Cybersecurity, Kubernetes, Docker","SQL, JavaScript",21,67,CCNA,"Postman, Jira, VS Code",Healthcare,Yes,10.06,France,Male,51
2254,Web Development,Frontend,Intermediate," $69,877.00 ","TensorFlow, Cybersecurity, Linux","MATLAB, Python",15,94,TensorFlow Developer,"Git, MongoDB, Unity",Healthcare,No,2.23,Australia,Female,58
2255,DevOps,CI/CD,Beginner," $73,481.00 ","Algorithms, Problem Solving, Linux","JavaScript, Go",30,92,Kubernetes CKA,"PyTorch, Postman, MongoDB",Finance,No,8.32,India,Female,27
2256,Data Science,Big Data,Intermediate," $179,593.00 ","Docker, Networks, Linux","C++, Swift",20,75,Oracle DBA,"MySQL, Git, Kubernetes",Retail,No,5.94,Egypt,Female,34
2257,Cybersecurity,Network Security,Intermediate," $108,232.00 ","Algorithms, PyTorch, Kubernetes","Rust, C#",34,53,Kubernetes CKA,"VS Code, MongoDB, Postman",Finance,Yes,5.02,Egypt,Male,34
2258,Web Development,Full Stack,Intermediate," $69,960.00 ","Docker, Kubernetes, Systems Design","SQL, Kotlin",8,35,TensorFlow Developer,"Git, Jira, MySQL",Healthcare,No,9.09,USA,Female,20
2259,Embedded Systems,Firmware Engineer,Intermediate," $42,693.00 ","Algorithms, Problem Solving, TensorFlow","MATLAB, C++",12,95,TensorFlow Developer,"PyTorch, Git, Unity",Healthcare,Yes,10.98,Canada,Female,48
2260,Networking,Network Admin,Beginner," $68,555.00 ","Problem Solving, Algorithms, Kubernetes","SQL, Python",22,93,Azure Administrator,"Jira, Git, PyTorch",Education,Yes,6.09,France,Male,18
2261,Networking,Systems Admin,Advanced," $168,068.00 ","Linux, PyTorch, Cybersecurity","Go, MATLAB",13,59,CEH,"VS Code, Jira, MongoDB",Tech,Yes,8.83,Canada,Male,29
2262,Web Development,Backend,Intermediate," $69,873.00 ","APIs, Docker, Systems Design","SQL, Go",10,81,Oracle DBA,"Postman, MySQL, TensorFlow",Finance,No,8.94,France,Female,56
2263,Game Development,Unreal Developer,Intermediate," $86,638.00 ","Problem Solving, Algorithms, TensorFlow","SQL, Java",6,95,CEH,"PyTorch, Postman, MongoDB",Healthcare,Yes,7.66,UAE,Female,21
2264,Networking,Network Engineer,Intermediate," $47,887.00 ","Algorithms, Cybersecurity, Data Structures","SQL, Swift",32,86,Azure Administrator,"Unity, TensorFlow, Kubernetes",Finance,No,7.97,France,Female,59
2265,UI/UX,UI Designer,Beginner," $133,562.00 ","Docker, Cloud, TensorFlow","Kotlin, SQL",19,45,Google Data Engineer,"PyTorch, Git, Postman",Healthcare,Yes,1.81,Canada,Female,30
2266,IT Support,Technical Support,Intermediate," $156,566.00 ","APIs, Networks, TensorFlow","Rust, Swift",4,74,CEH,"VS Code, MongoDB, TensorFlow",Manufacturing,Yes,2.33,Egypt,Male,51
2267,Mobile Development,Cross-platform,Intermediate," $122,494.00 ","Problem Solving, Algorithms, Cloud","C++, MATLAB",28,71,Oracle DBA,"TensorFlow, VS Code, MongoDB",Education,Yes,2.87,UK,Female,59
2268,Embedded Systems,IoT Developer,Advanced," $168,279.00 ","Cloud, Networks, PyTorch","Go, JavaScript",9,28,CCNA,"Docker, MongoDB, Git",Retail,Yes,6.13,Germany,Female,38
2269,Mobile Development,iOS,Intermediate," $147,855.00 ","Cybersecurity, Cloud, Linux","SQL, Java",25,40,TensorFlow Developer,"Unity, MySQL, Kubernetes",Education,No,10.57,UK,Male,39
2270,Database Engineering,Data Modeling,Advanced," $104,068.00 ","Algorithms, Problem Solving, TensorFlow","JavaScript, Go",15,61,None,"TensorFlow, VS Code, Jira",Manufacturing,Yes,9.75,Egypt,Female,21
2271,Robotics,Control Systems,Advanced," $69,655.00 ","Problem Solving, Cloud, Networks","JavaScript, MATLAB",12,36,AWS Solutions Architect,"Jira, Docker, Unity",Healthcare,No,6.36,USA,Male,35
2272,Artificial Intelligence,NLP,Intermediate," $58,895.00 ","Systems Design, Linux, Kubernetes","Java, C#",27,52,TensorFlow Developer,"TensorFlow, Docker, MySQL",Finance,No,9.41,USA,Male,22
2273,Embedded Systems,Firmware Engineer,Beginner," $63,086.00 ","Cybersecurity, Cloud, Systems Design","SQL, Java",7,91,TensorFlow Developer,"Unity, Kubernetes, Postman",Tech,No,6.41,France,Male,36
2274,Database Engineering,SQL Optimization,Advanced," $103,083.00 ","Data Structures, Problem Solving, Docker","Go, MATLAB",15,35,Azure Administrator,"MongoDB, TensorFlow, MySQL",Retail,Yes,2.02,Germany,Female,19
2275,Game Development,Unreal Developer,Beginner," $134,024.00 ","Systems Design, Algorithms, Kubernetes","JavaScript, Rust",11,31,None,"MongoDB, VS Code, MySQL",Finance,No,10.25,Australia,Female,29
2276,UI/UX,UI Designer,Beginner," $59,346.00 ","Systems Design, Networks, Kubernetes","C++, SQL",30,89,TensorFlow Developer,"TensorFlow, Docker, MongoDB",Tech,No,7.04,UAE,Male,34
2277,UI/UX,Interaction Design,Intermediate," $95,032.00 ","Docker, PyTorch, Systems Design","MATLAB, SQL",25,35,Kubernetes CKA,"PyTorch, Docker, Postman",Manufacturing,Yes,3.95,Egypt,Female,27
2278,Mobile Development,iOS,Intermediate," $46,277.00 ","Linux, APIs, Problem Solving","MATLAB, Kotlin",22,23,TensorFlow Developer,"Kubernetes, MongoDB, Git",Finance,No,9.52,Australia,Female,51
2279,Data Science,Big Data,Advanced," $64,741.00 ","Linux, TensorFlow, Cybersecurity","Swift, SQL",29,33,Kubernetes CKA,"MySQL, Docker, Kubernetes",Healthcare,Yes,6.21,France,Male,23
2280,Web Development,Backend,Advanced," $127,616.00 ","Cloud, Data Structures, Linux","Go, SQL",30,71,Google Data Engineer,"MySQL, Kubernetes, VS Code",Retail,No,8.74,India,Male,25
2281,IT Support,Helpdesk,Intermediate," $100,110.00 ","PyTorch, Cloud, Algorithms","Python, C#",19,49,Azure Administrator,"Git, MySQL, MongoDB",Manufacturing,No,4.58,UAE,Female,28
2282,Web Development,Backend,Advanced," $52,938.00 ","Data Structures, PyTorch, Docker","Go, Java",28,43,Kubernetes CKA,"Git, MySQL, Unity",Tech,No,7.54,Germany,Male,29
2283,Embedded Systems,Microcontrollers,Intermediate," $60,044.00 ","Docker, Kubernetes, Linux","Swift, SQL",25,31,CCNA,"Docker, Git, Kubernetes",Finance,Yes,10.21,Canada,Female,26
2284,Cybersecurity,Forensics,Intermediate," $41,950.00 ","Docker, Cloud, Problem Solving","JavaScript, Go",29,41,Google Data Engineer,"Docker, Postman, Unity",Finance,No,11.74,UAE,Female,19
2285,UI/UX,UX Researcher,Intermediate," $102,744.00 ","Algorithms, PyTorch, APIs","C#, Swift",8,25,Azure Administrator,"VS Code, Docker, MongoDB",Education,Yes,11.68,India,Female,25
2286,Blockchain,Crypto Security,Beginner," $149,283.00 ","PyTorch, Cybersecurity, TensorFlow","Python, Java",10,55,Azure Administrator,"MongoDB, Kubernetes, Git",Tech,Yes,7.69,UK,Female,28
2287,Robotics,Robot Design,Intermediate," $137,274.00 ","Problem Solving, Docker, Systems Design","C++, Swift",30,43,Oracle DBA,"Postman, MySQL, TensorFlow",Healthcare,No,9.98,Germany,Male,53
2288,Game Development,Unity Developer,Intermediate," $94,708.00 ","Cloud, Cybersecurity, Problem Solving","Python, Rust",27,33,CCNA,"Kubernetes, Docker, MySQL",Manufacturing,No,6.27,India,Male,27
2289,Web Development,Backend,Intermediate," $80,581.00 ","Networks, TensorFlow, APIs","Swift, MATLAB",8,56,Google Data Engineer,"Kubernetes, Git, Docker",Education,No,4.04,Canada,Male,38
2290,DevOps,Cloud DevOps,Advanced," $119,830.00 ","Algorithms, Cloud, Kubernetes","Kotlin, C++",2,87,Google Data Engineer,"Jira, VS Code, Git",Manufacturing,Yes,11.8,Germany,Male,37
2291,Database Engineering,Data Modeling,Advanced," $87,650.00 ","Systems Design, Networks, APIs","SQL, JavaScript",24,79,Google Data Engineer,"MySQL, Git, PyTorch",Retail,No,11.53,India,Female,25
2292,Mobile Development,Cross-platform,Intermediate," $164,926.00 ","Networks, PyTorch, Algorithms","MATLAB, Java",9,99,Oracle DBA,"MongoDB, Unity, PyTorch",Tech,No,9.33,France,Female,53
2293,IT Support,Technical Support,Intermediate," $160,787.00 ","APIs, Cloud, Systems Design","Swift, C#",15,45,TensorFlow Developer,"VS Code, PyTorch, TensorFlow",Finance,No,1.62,Canada,Male,46
2294,Database Engineering,DBA,Beginner," $171,706.00 ","Systems Design, Networks, Linux","SQL, Python",6,96,TensorFlow Developer,"VS Code, MySQL, Kubernetes",Education,No,4.74,India,Female,59
2295,Embedded Systems,Microcontrollers,Intermediate," $99,648.00 ","TensorFlow, Docker, Cloud","Java, Kotlin",14,73,CCNA,"Git, MySQL, TensorFlow",Healthcare,No,7.67,India,Female,29
2296,Mobile Development,Android,Intermediate," $115,783.00 ","Algorithms, Data Structures, TensorFlow","Rust, Kotlin",26,59,Azure Administrator,"MongoDB, VS Code, Git",Tech,No,6.72,UK,Female,31
2297,Robotics,Autonomous Systems,Advanced," $112,219.00 ","PyTorch, Cybersecurity, Algorithms","C++, MATLAB",15,22,Kubernetes CKA,"Git, MongoDB, Unity",Manufacturing,No,5.01,Germany,Male,38
2298,Mobile Development,iOS,Advanced," $143,898.00 ","Kubernetes, PyTorch, Systems Design","Kotlin, Go",21,98,CEH,"Kubernetes, Docker, Jira",Healthcare,No,4.34,Egypt,Male,39
2299,Networking,Systems Admin,Advanced," $67,180.00 ","Kubernetes, Networks, Problem Solving","Python, Java",29,44,CEH,"Kubernetes, Unity, PyTorch",Healthcare,No,4.23,Germany,Male,38
2300,Machine Learning,Deep Learning,Intermediate," $135,213.00 ","Systems Design, Algorithms, Linux","Swift, Go",34,65,Oracle DBA,"Unity, TensorFlow, Jira",Healthcare,No,11.84,Canada,Female,47
2301,Mobile Development,Android,Intermediate," $114,176.00 ","Systems Design, Cybersecurity, APIs","C++, Kotlin",17,26,TensorFlow Developer,"Unity, VS Code, MySQL",Tech,Yes,10.91,USA,Male,56
2302,Cybersecurity,Network Security,Beginner," $178,482.00 ","Docker, APIs, TensorFlow","Rust, JavaScript",14,92,Oracle DBA,"TensorFlow, Git, Kubernetes",Finance,Yes,11.07,UAE,Male,37
2303,Embedded Systems,IoT Developer,Intermediate," $87,800.00 ","TensorFlow, Problem Solving, Systems Design","Java, Swift",25,35,CEH,"MongoDB, MySQL, Kubernetes",Retail,No,4.96,UK,Male,41
2304,UI/UX,UX Researcher,Intermediate," $158,998.00 ","Problem Solving, Cloud, Networks","C#, SQL",32,59,Azure Administrator,"TensorFlow, Git, Postman",Tech,Yes,4.34,UK,Male,40
2305,Data Science,NLP,Advanced," $99,894.00 ","Networks, Kubernetes, PyTorch","JavaScript, Rust",15,78,Oracle DBA,"TensorFlow, VS Code, Kubernetes",Retail,Yes,11.51,UK,Male,24
2306,Mobile Development,Cross-platform,Advanced," $101,748.00 ","Algorithms, Cybersecurity, Networks","Rust, SQL",28,66,Azure Administrator,"Postman, Unity, Git",Finance,No,4.6,Egypt,Male,26
2307,Cybersecurity,Forensics,Intermediate," $65,989.00 ","Networks, Cybersecurity, Linux","Python, C#",34,63,CEH,"VS Code, Docker, MySQL",Healthcare,Yes,4.46,India,Female,18
2308,UI/UX,UX Researcher,Advanced," $129,900.00 ","Algorithms, Problem Solving, Cybersecurity","C++, Python",30,41,Oracle DBA,"MySQL, PyTorch, Jira",Retail,No,8.33,Germany,Female,43
2309,Artificial Intelligence,AI Research,Beginner," $173,108.00 ","Algorithms, PyTorch, Problem Solving","Java, MATLAB",30,64,CCNA,"Docker, VS Code, MySQL",Finance,Yes,4.1,India,Male,55
2310,Machine Learning,Deep Learning,Intermediate," $121,943.00 ","TensorFlow, Docker, PyTorch","C++, Python",16,55,AWS Solutions Architect,"Git, VS Code, Jira",Healthcare,Yes,9.07,Canada,Male,55
2311,Robotics,Robot Design,Intermediate," $109,803.00 ","Data Structures, Docker, Algorithms","MATLAB, C#",8,91,Azure Administrator,"Postman, Jira, TensorFlow",Manufacturing,Yes,6.9,Canada,Female,39
2312,Machine Learning,ML Engineering,Beginner," $107,021.00 ","Problem Solving, Networks, Linux","Kotlin, JavaScript",13,55,Google Data Engineer,"Unity, Docker, Postman",Finance,No,10.01,Canada,Female,27
2313,Mobile Development,Android,Advanced," $161,831.00 ","Networks, Cybersecurity, APIs","SQL, MATLAB",18,59,CCNA,"Postman, PyTorch, MySQL",Finance,Yes,11.38,Australia,Male,23
2314,Cloud Computing,GCP Engineer,Intermediate," $97,600.00 ","Networks, Problem Solving, Data Structures","Go, Swift",35,87,CEH,"Docker, MongoDB, Git",Finance,No,5.98,UK,Male,34
2315,Web Development,Frontend,Beginner," $102,112.00 ","Cloud, Networks, Kubernetes","JavaScript, SQL",8,84,TensorFlow Developer,"VS Code, Jira, PyTorch",Tech,No,4.82,UAE,Male,55
2316,Web Development,Frontend,Advanced," $123,038.00 ","Systems Design, Kubernetes, Data Structures","SQL, C++",17,93,None,"Postman, MySQL, VS Code",Retail,No,8.48,USA,Male,41
2317,Machine Learning,Deep Learning,Intermediate," $106,320.00 ","TensorFlow, APIs, Docker","Java, Go",23,43,Azure Administrator,"Docker, MySQL, TensorFlow",Healthcare,No,4.52,Australia,Female,27
2318,Data Science,NLP,Advanced," $71,921.00 ","Data Structures, Networks, Systems Design","SQL, Kotlin",12,75,CEH,"MySQL, Docker, Jira",Finance,No,10.5,UAE,Male,25
2319,Networking,Systems Admin,Advanced," $121,131.00 ","Docker, Algorithms, APIs","C#, Java",22,39,Oracle DBA,"Git, VS Code, Postman",Healthcare,No,5.24,Canada,Male,38
2320,Networking,Systems Admin,Intermediate," $89,725.00 ","Networks, TensorFlow, Docker","Java, Go",22,56,AWS Solutions Architect,"Git, MySQL, TensorFlow",Tech,Yes,5.98,UK,Male,23
2321,UI/UX,UI Designer,Beginner," $50,265.00 ","Data Structures, PyTorch, Networks","Python, Kotlin",9,92,None,"Jira, Git, MongoDB",Tech,Yes,7.06,Germany,Male,38
2322,Machine Learning,Deep Learning,Beginner," $95,828.00 ","Linux, Cybersecurity, PyTorch","C++, Swift",32,40,None,"Unity, MySQL, MongoDB",Healthcare,Yes,8.17,India,Female,56
2323,Cloud Computing,AWS Architect,Advanced," $80,934.00 ","Networks, APIs, Data Structures","C++, Python",16,54,Azure Administrator,"MySQL, PyTorch, Kubernetes",Tech,Yes,7.35,Canada,Female,41
2324,Machine Learning,ML Engineering,Beginner," $48,484.00 ","APIs, Docker, PyTorch","C++, Go",29,80,Kubernetes CKA,"MySQL, MongoDB, Git",Tech,No,4.5,Canada,Female,50
2325,DevOps,Cloud DevOps,Beginner," $50,315.00 ","Kubernetes, APIs, Linux","Swift, Kotlin",34,43,Google Data Engineer,"MongoDB, VS Code, MySQL",Healthcare,Yes,10.08,India,Male,35
2326,Robotics,Robot Design,Beginner," $95,781.00 ","Data Structures, TensorFlow, Linux","Rust, Go",31,26,CEH,"TensorFlow, VS Code, MySQL",Healthcare,No,5.02,Egypt,Male,45
2327,Blockchain,Crypto Security,Advanced," $65,651.00 ","Kubernetes, Cybersecurity, Linux","Go, C#",16,65,Oracle DBA,"Jira, Git, MySQL",Education,No,10.38,USA,Female,49
2328,Embedded Systems,Firmware Engineer,Beginner," $43,823.00 ","Algorithms, Docker, Cloud","Swift, Java",16,68,None,"Docker, MongoDB, Git",Tech,No,5.84,India,Male,29
2329,Database Engineering,SQL Optimization,Beginner," $145,935.00 ","Linux, APIs, Cloud","SQL, Swift",16,82,None,"MySQL, TensorFlow, Postman",Healthcare,No,4.53,USA,Male,59
2330,Cloud Computing,Cloud Support,Beginner," $154,780.00 ","TensorFlow, Networks, Kubernetes","C#, JavaScript",10,72,Oracle DBA,"Unity, Jira, VS Code",Education,No,8.68,USA,Female,44
2331,Game Development,Unity Developer,Advanced," $112,746.00 ","Algorithms, Docker, Cybersecurity","SQL, Java",8,61,Google Data Engineer,"Docker, Kubernetes, MongoDB",Manufacturing,No,6.62,Egypt,Female,27
2332,Embedded Systems,Firmware Engineer,Advanced," $67,268.00 ","Kubernetes, Linux, APIs","Python, C#",12,99,AWS Solutions Architect,"MongoDB, Git, Unity",Tech,No,6.16,France,Female,59
2333,IT Support,IT Operations,Advanced," $151,581.00 ","Linux, Problem Solving, APIs","Swift, Kotlin",5,21,CEH,"MySQL, Git, PyTorch",Retail,Yes,4.45,France,Female,49
2334,Artificial Intelligence,Robotics AI,Beginner," $66,309.00 ","Systems Design, Problem Solving, Cloud","JavaScript, MATLAB",19,88,CEH,"MongoDB, TensorFlow, Git",Finance,Yes,4.59,Australia,Male,59
2335,Data Science,Data Analytics,Intermediate," $105,049.00 ","TensorFlow, Cybersecurity, Algorithms","Java, C#",19,22,AWS Solutions Architect,"MongoDB, Git, VS Code",Education,Yes,10.79,Germany,Male,43
2336,Mobile Development,Cross-platform,Intermediate," $171,327.00 ","Cybersecurity, TensorFlow, Docker","C++, MATLAB",32,68,CCNA,"MongoDB, Kubernetes, Git",Manufacturing,No,9.95,France,Female,42
2337,Artificial Intelligence,Computer Vision,Beginner," $110,966.00 ","Cloud, PyTorch, Data Structures","Java, C++",24,53,Azure Administrator,"PyTorch, VS Code, Docker",Manufacturing,Yes,9.51,India,Male,28
2338,Cybersecurity,SOC Analyst,Advanced," $107,396.00 ","TensorFlow, Systems Design, Kubernetes","Swift, Rust",16,66,Azure Administrator,"Git, PyTorch, TensorFlow",Manufacturing,Yes,4.75,Australia,Female,40
2339,Cloud Computing,AWS Architect,Advanced," $96,731.00 ","Systems Design, Networks, Algorithms","Java, Kotlin",4,23,TensorFlow Developer,"Git, PyTorch, Kubernetes",Tech,No,7.81,USA,Female,51
2340,IT Support,Technical Support,Advanced," $115,706.00 ","Algorithms, TensorFlow, Problem Solving","C#, Java",12,56,Kubernetes CKA,"MySQL, Unity, Docker",Healthcare,Yes,2.2,USA,Male,57
2341,Data Science,Data Analytics,Advanced," $94,645.00 ","PyTorch, Docker, Algorithms","Swift, Kotlin",2,22,CEH,"Kubernetes, Jira, MongoDB",Manufacturing,No,1.51,Egypt,Female,40
2342,Networking,Network Admin,Beginner," $121,588.00 ","Networks, Cloud, Data Structures","JavaScript, C++",32,45,TensorFlow Developer,"TensorFlow, MySQL, Kubernetes",Healthcare,Yes,10.54,India,Male,46
2343,Mobile Development,Cross-platform,Advanced," $133,449.00 ","Networks, Data Structures, Kubernetes","JavaScript, MATLAB",9,83,TensorFlow Developer,"Docker, Unity, MongoDB",Retail,No,8.12,Canada,Male,48
2344,Blockchain,Smart Contracts,Intermediate," $44,791.00 ","PyTorch, APIs, Docker","C#, C++",11,39,Kubernetes CKA,"MySQL, Docker, MongoDB",Manufacturing,No,5.38,Egypt,Male,24
2345,Web Development,Backend,Advanced," $128,662.00 ","Cybersecurity, Algorithms, Kubernetes","SQL, Rust",2,21,Google Data Engineer,"MongoDB, VS Code, Kubernetes",Tech,No,2.61,UK,Male,57
2346,Mobile Development,iOS,Intermediate," $130,045.00 ","Problem Solving, PyTorch, Networks","Python, JavaScript",15,91,Google Data Engineer,"MySQL, PyTorch, Jira",Tech,Yes,11.8,Germany,Female,50
2347,Game Development,Game Designer,Beginner," $67,676.00 ","Data Structures, Kubernetes, Systems Design","Swift, MATLAB",16,65,None,"PyTorch, Kubernetes, TensorFlow",Manufacturing,No,3.19,Egypt,Male,38
2348,Machine Learning,Reinforcement Learning,Advanced," $69,802.00 ","Linux, Algorithms, Cloud","Swift, Kotlin",29,76,Google Data Engineer,"Git, MySQL, Unity",Manufacturing,Yes,11.85,USA,Female,19
2349,Robotics,Autonomous Systems,Intermediate," $105,169.00 ","Kubernetes, Algorithms, Linux","Kotlin, JavaScript",35,79,Azure Administrator,"PyTorch, Git, Docker",Healthcare,Yes,4.23,Germany,Female,35
2350,Web Development,Frontend,Advanced," $94,215.00 ","Cybersecurity, Networks, APIs","Kotlin, SQL",20,41,Azure Administrator,"PyTorch, MongoDB, Git",Manufacturing,No,10.89,Germany,Female,50
2351,Data Science,BI Analyst,Intermediate," $67,301.00 ","Linux, Problem Solving, Algorithms","SQL, Python",4,29,None,"PyTorch, VS Code, Unity",Manufacturing,Yes,6.8,Germany,Female,54
2352,DevOps,Automation,Intermediate," $132,554.00 ","APIs, Linux, Problem Solving","JavaScript, Rust",27,43,Oracle DBA,"TensorFlow, MongoDB, VS Code",Education,Yes,5.96,India,Male,51
2353,Cybersecurity,Network Security,Advanced," $127,052.00 ","Cloud, Cybersecurity, Algorithms","Go, Python",10,76,Google Data Engineer,"MySQL, VS Code, Docker",Education,Yes,6.71,Canada,Male,37
2354,Cybersecurity,SOC Analyst,Intermediate," $176,311.00 ","Algorithms, Problem Solving, Networks","C#, SQL",8,20,None,"PyTorch, Jira, Docker",Healthcare,Yes,9.05,UK,Female,52
2355,Blockchain,Web3 Developer,Advanced," $136,299.00 ","Algorithms, Systems Design, Data Structures","C#, Python",15,53,AWS Solutions Architect,"TensorFlow, PyTorch, MongoDB",Healthcare,Yes,6.13,Canada,Female,35
2356,Robotics,Autonomous Systems,Intermediate," $158,915.00 ","Systems Design, Cloud, TensorFlow","Go, JavaScript",27,35,Kubernetes CKA,"PyTorch, Git, Jira",Education,Yes,11.51,UK,Male,41
2357,Web Development,Full Stack,Advanced," $145,153.00 ","TensorFlow, PyTorch, Linux","MATLAB, Swift",20,25,Google Data Engineer,"Jira, TensorFlow, VS Code",Retail,Yes,1.59,India,Female,25
2358,Mobile Development,Cross-platform,Beginner," $90,100.00 ","Networks, Cybersecurity, Problem Solving","JavaScript, Go",9,97,CEH,"VS Code, TensorFlow, Git",Healthcare,Yes,7.37,USA,Male,47
2359,Mobile Development,iOS,Beginner," $78,428.00 ","Networks, Data Structures, Linux","SQL, Swift",16,42,Google Data Engineer,"Git, MongoDB, PyTorch",Tech,No,1.77,India,Female,27
2360,Artificial Intelligence,AI Research,Intermediate," $84,498.00 ","Docker, Cybersecurity, Cloud","Go, C++",29,45,None,"Git, Postman, PyTorch",Tech,No,2.93,Canada,Male,40
2361,Machine Learning,ML Engineering,Intermediate," $168,515.00 ","Systems Design, Linux, Networks","JavaScript, C#",3,86,Google Data Engineer,"Git, Postman, MySQL",Healthcare,Yes,2.13,UK,Female,28
2362,Blockchain,Web3 Developer,Beginner," $52,239.00 ","Kubernetes, Algorithms, PyTorch","Kotlin, Go",32,93,Kubernetes CKA,"Unity, PyTorch, Docker",Finance,Yes,7.74,India,Female,19
